Number,is_canceled,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,customer_type,adr,total_of_special_requests
26830,0,4,0,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,38,0
26831,0,12,0,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,120,4
26832,1,35,2,5,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,259,0
26833,0,160,2,3,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,129.2,1
26834,0,19,0,1,1,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,65,0
26835,0,121,2,1,2,0,0,BB,TA/TO,0,0,0,A,2,No Deposit,Transient,29.16,2
26836,0,44,0,2,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,27,0
26837,1,37,1,4,2,2,0,HB,TA/TO,0,0,0,G,0,No Deposit,Transient,213,0
26838,0,236,0,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,48,0
26839,1,174,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,224,0
26840,0,51,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,56,3
26841,0,6,2,2,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,58,0
26842,0,115,1,2,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,271,0
26843,0,333,3,7,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,74.62,0
26844,0,6,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,40,0
26845,0,0,0,1,1,0,0,BB,TA/TO,1,0,1,A,0,No Deposit,Transient,73,1
26846,1,42,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,3
26847,0,213,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,87,0
26848,1,186,2,2,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,84.6,1
26849,0,6,0,1,1,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,61.2,1
26850,0,360,4,6,2,0,0,BB,Corporate,0,0,0,E,2,No Deposit,Transient-Party,91.8,0
26851,0,15,1,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,204,1
26852,1,340,4,10,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,56.7,0
26853,1,3,4,10,2,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,85,0
26854,1,15,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,34,0
26855,0,23,4,10,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,45.37,3
26856,0,1,0,1,1,0,0,BB,Direct,1,0,1,A,0,No Deposit,Transient,56,1
26857,0,0,0,1,1,0,0,BB,Corporate,0,2,3,A,0,No Deposit,Transient,35,2
26858,1,145,2,4,2,0,0,HB,TA/TO,0,0,0,D,2,No Deposit,Transient,129,2
26859,0,72,0,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,32.4,2
26860,0,7,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,140,0
26861,0,55,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,41.4,0
26862,0,62,1,2,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,137.33,1
26863,0,99,4,10,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,190.34,0
26864,0,2,0,3,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,101.67,1
26865,0,16,2,1,2,0,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,49.74,1
26866,0,339,2,5,2,0,0,BB,Direct,0,0,0,E,0,Refundable,Transient-Party,78.81,0
26867,0,33,1,4,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,127,0
26868,1,130,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29.16,2
26869,0,230,4,10,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Contract,88.9,1
26870,0,1,1,2,2,0,0,BB,TA/TO,1,0,1,D,0,No Deposit,Transient,130.5,2
26871,0,0,0,1,1,0,0,BB,Direct,1,0,1,A,0,No Deposit,Transient,46,0
26872,0,28,2,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,74,0
26873,0,220,3,6,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient-Party,66,0
26874,0,207,1,3,1,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,44,0
26875,0,189,1,2,3,0,0,BB,Direct,0,0,0,D,2,No Deposit,Transient,203.6,2
26876,0,73,1,2,2,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,40,0
26877,0,0,0,1,1,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,39,0
26878,0,7,1,0,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,35,0
26879,1,151,2,6,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,217.5,1
26880,0,158,2,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,44.64,0
26881,0,61,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,67,2
26882,0,287,1,3,2,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,46.5,0
26883,1,3,0,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,0,0
26884,1,216,4,9,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,40.29,1
26885,0,7,2,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,73,0
26886,0,1,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,0
26887,1,103,1,1,2,0,0,BB,Corporate,0,0,0,E,0,Non Refund,Transient,73,0
26888,0,45,0,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,31,0
26889,1,101,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,37.8,0
26890,0,364,0,4,2,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,72,0
26891,0,158,2,5,3,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,99.9,0
26892,1,214,1,1,2,0,0,HB,TA/TO,0,1,0,A,0,No Deposit,Transient,34,0
26893,0,76,2,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,43.2,0
26894,0,287,0,3,2,0,0,BB,Corporate,0,0,0,A,1,No Deposit,Transient-Party,44.5,0
26895,0,3,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,154,2
26896,0,11,0,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,85.75,0
26897,0,9,0,3,2,1,0,BB,Direct,0,0,0,C,0,No Deposit,Transient,254.67,1
26898,0,212,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,118,1
26899,0,76,2,3,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,58,2
26900,0,94,2,5,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,115,1
26901,0,5,0,1,2,0,0,BB,Direct,0,0,0,F,1,No Deposit,Transient,119,0
26902,0,149,4,6,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,1.8,1
26903,0,39,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,47.6,0
26904,1,245,0,1,2,0,0,HB,TA/TO,0,1,0,A,0,Non Refund,Transient,80,0
26905,1,335,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,167.18,2
26906,1,79,2,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,37.8,1
26907,0,0,1,0,2,0,0,BB,Corporate,1,0,0,E,0,No Deposit,Transient,145,0
26908,1,110,0,5,2,0,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,260,1
26909,0,2,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,171.9,0
26910,1,92,1,2,2,0,0,Undefined,TA/TO,0,1,0,A,0,Non Refund,Transient,79,0
26911,0,3,0,2,2,0,0,BB,Corporate,0,0,0,E,0,No Deposit,Transient,61,0
26912,0,22,0,3,2,0,0,Undefined,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,80,0
26913,0,32,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,142,2
26914,0,0,1,0,2,1,1,BB,Direct,0,0,0,A,0,No Deposit,Transient,68,0
26915,0,27,1,2,2,0,0,BB,Direct,0,0,0,D,1,No Deposit,Transient,155,1
26916,0,7,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,114.75,0
26917,1,71,0,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,117,2
26918,0,25,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,76,0
26919,0,37,2,3,2,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient,146.95,2
26920,0,136,0,3,1,0,0,Undefined,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,0,0
26921,0,0,1,0,2,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,58,0
26922,0,0,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,65,0
26923,1,196,2,5,2,1,0,HB,Direct,0,0,0,E,1,No Deposit,Transient,201.25,1
26924,0,29,2,2,2,0,0,HB,TA/TO,0,0,0,E,1,No Deposit,Transient,165.75,2
26925,0,110,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,37.4,0
26926,0,119,2,8,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,97.4,0
26927,0,18,1,0,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,37,0
26928,1,161,2,3,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,268,0
26929,1,75,2,1,2,0,1,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,117.73,0
26930,0,31,2,5,3,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,59,1
26931,0,257,0,4,2,0,0,HB,Direct,0,0,0,E,0,No Deposit,Transient-Party,101,0
26932,0,140,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,90.95,0
26933,0,18,2,3,1,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,56.16,0
26934,0,0,1,0,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,103,0
26935,0,0,1,0,2,0,0,BB,TA/TO,1,0,0,A,0,No Deposit,Transient-Party,45,2
26936,0,0,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,48,0
26937,0,0,1,0,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,48,0
26938,0,40,1,2,1,0,0,Undefined,Direct,0,0,0,A,0,No Deposit,Transient-Party,55,0
26939,0,55,0,3,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,264,2
26940,0,207,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,152,0
26941,1,13,2,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,108,0
26942,0,61,1,3,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,33.3,0
26943,0,0,0,2,1,0,0,BB,Direct,0,0,0,G,1,No Deposit,Group,62.75,0
26944,0,37,0,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,256,1
26945,0,47,1,2,2,0,0,BB,TA/TO,0,0,0,F,0,No Deposit,Transient,210,1
26946,0,0,0,1,2,0,0,BB,Direct,1,0,1,E,0,No Deposit,Transient,50,2
26947,0,10,2,4,1,1,0,BB,TA/TO,0,0,0,D,1,No Deposit,Transient,242.33,1
26948,1,84,2,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,270,2
26949,0,50,2,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,48.8,0
26950,0,12,1,3,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,118,1
26951,0,40,1,2,1,0,0,Undefined,Direct,0,0,0,A,1,No Deposit,Transient-Party,55,0
26952,0,55,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,26.1,3
26953,0,3,2,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,60,2
26954,0,318,2,5,2,1,1,HB,Direct,0,0,0,G,3,No Deposit,Transient,222.26,2
26955,0,30,1,4,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,251,1
26956,0,253,2,5,2,0,0,HB,TA/TO,0,0,0,D,1,No Deposit,Transient-Party,80.94,0
26957,0,6,0,2,1,0,0,BB,Corporate,1,0,1,A,0,No Deposit,Transient,45,0
26958,1,38,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,60,0
26959,1,91,0,2,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,106,0
26960,1,5,0,1,1,0,0,BB,Corporate,0,0,0,A,1,No Deposit,Transient,35,0
26961,0,121,2,5,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,35,0
26962,1,187,0,5,2,0,0,HB,TA/TO,1,1,0,E,0,No Deposit,Transient,66,2
26963,0,167,2,8,2,1,0,BB,TA/TO,0,0,0,E,2,No Deposit,Transient,81.08,2
26964,0,103,0,2,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,62,0
26965,0,0,1,0,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,39,1
26966,0,167,4,10,2,0,0,BB,TA/TO,0,0,0,D,1,No Deposit,Contract,65.9,0
26967,0,62,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,107,0
26968,0,15,0,2,2,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient-Party,66,0
26969,0,336,1,3,1,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient-Party,60,0
26970,1,56,0,3,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,213,1
26971,0,38,0,2,2,0,0,BB,Corporate,0,0,0,F,2,No Deposit,Transient,51,0
26972,0,7,0,2,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,114,1
26973,1,0,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,72,0
26974,0,7,0,3,2,0,0,BB,Corporate,0,0,0,D,1,No Deposit,Transient-Party,47,0
26975,0,1,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,42,1
26976,1,14,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,0
26977,1,24,1,2,3,1,0,BB,TA/TO,0,0,0,H,0,No Deposit,Transient,210,0
26978,0,6,0,2,1,0,0,BB,Corporate,0,0,10,A,0,No Deposit,Transient,35,0
26979,1,73,2,5,2,2,0,BB,TA/TO,0,0,0,C,0,No Deposit,Transient,169,0
26980,0,59,1,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,145,0
26981,0,0,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,41,0
26982,0,171,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,Non Refund,Transient-Party,85,0
26983,0,73,1,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,37.8,1
26984,1,246,2,5,2,0,0,BB,TA/TO,0,1,0,A,0,No Deposit,Transient-Party,58.95,0
26985,0,62,2,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,33.26,0
26986,1,0,0,1,1,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,80,0
26987,0,80,0,3,2,0,0,Undefined,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,68,0
26988,1,158,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,46,1
26989,1,165,0,3,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,222,0
26990,0,30,2,5,2,0,0,SC,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,33.71,0
26991,1,91,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,134,1
26992,0,39,1,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,85,1
26993,1,17,0,1,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,209,1
26994,0,81,2,3,2,2,0,BB,TA/TO,0,0,0,G,1,No Deposit,Transient,115.4,0
26995,0,45,1,1,3,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,186.68,1
26996,0,3,0,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,213,1
26997,1,30,0,2,1,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,105,0
26998,0,50,1,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,78,0
26999,0,35,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,35.71,0
27000,1,85,0,1,3,0,0,BB,TA/TO,0,0,0,H,1,No Deposit,Transient,144,0
27001,0,6,1,3,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,39,0
27002,0,168,3,5,1,0,0,BB,TA/TO,0,0,0,A,2,No Deposit,Transient,37.8,1
27003,0,0,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,46,0
27004,0,75,2,5,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,65.33,0
27005,0,11,1,4,1,1,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,199.4,2
27006,0,2,0,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient-Party,47,0
27007,0,197,1,4,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,72,1
27008,1,18,1,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,159,0
27009,0,129,0,4,2,1,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,262,2
27010,0,62,0,5,2,0,0,HB,Direct,0,0,0,A,1,No Deposit,Transient,128,0
27011,0,0,1,1,1,0,0,BB,Corporate,1,0,1,A,0,No Deposit,Transient,35,0
27012,1,37,2,5,1,0,0,BB,Corporate,0,0,0,A,1,No Deposit,Transient-Party,36,0
27013,0,11,1,3,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,27,0
27014,0,25,2,5,3,1,0,HB,TA/TO,0,0,0,H,0,No Deposit,Transient,193.71,0
27015,0,19,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,82.5,1
27016,1,259,0,3,2,0,0,BB,Corporate,0,1,0,A,0,Non Refund,Transient,40.05,0
27017,0,38,1,1,2,1,0,BB,Direct,0,0,0,C,0,No Deposit,Transient,130.35,0
27018,1,20,0,2,3,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,60,0
27019,0,167,1,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,82,0
27020,0,11,0,2,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,107,1
27021,0,0,0,1,2,1,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,82,0
27022,1,220,3,7,3,2,0,BB,Direct,0,0,0,H,0,No Deposit,Transient,156,0
27023,0,240,2,2,2,1,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,203,0
27024,1,188,1,3,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,49.95,0
27025,1,27,0,2,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,48,1
27026,0,1,2,1,3,1,0,BB,TA/TO,0,0,0,H,2,No Deposit,Transient,114,0
27027,0,170,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,119.1,2
27028,0,6,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,1
27029,1,175,4,10,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,140,2
27030,1,196,1,2,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,180,0
27031,0,27,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,153,0
27032,1,198,2,5,2,2,0,BB,TA/TO,0,0,0,G,2,No Deposit,Transient-Party,124.14,0
27033,0,37,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,179,0
27034,0,12,0,4,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,75,0
27035,0,1,1,0,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient-Party,40,0
27036,1,72,1,2,2,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,0,1
27037,1,236,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,48,0
27038,1,46,2,7,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,116.11,0
27039,0,109,2,5,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,43.8,2
27040,0,0,0,1,1,0,0,BB,TA/TO,1,0,3,A,1,No Deposit,Transient,48,1
27041,0,68,2,5,2,0,0,HB,TA/TO,0,0,0,D,2,No Deposit,Transient,217.43,0
27042,0,75,4,6,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,90,1
27043,0,250,2,2,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,106.85,1
27044,0,17,4,10,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,30,0
27045,1,300,3,6,2,2,0,BB,TA/TO,0,0,0,C,0,No Deposit,Transient,166.92,1
27046,0,1,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,50.4,0
27047,0,22,0,3,2,0,0,BB,TA/TO,1,0,1,E,0,No Deposit,Transient,120,2
27048,1,182,1,2,2,0,0,HB,TA/TO,0,0,0,A,0,Non Refund,Transient,97.3,0
27049,0,103,4,10,2,0,0,BB,Direct,0,0,2,E,0,No Deposit,Transient,205.03,1
27050,0,65,2,4,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient-Party,63,2
27051,1,48,3,7,2,0,0,BB,Corporate,0,0,0,D,0,No Deposit,Transient,76,0
27052,1,74,2,3,3,1,0,BB,TA/TO,0,0,0,H,0,No Deposit,Transient,262,0
27053,0,80,1,1,2,0,0,HB,TA/TO,0,0,0,A,2,No Deposit,Transient,203.6,2
27054,0,107,2,7,2,0,0,BB,TA/TO,0,0,0,A,2,No Deposit,Transient,58.52,1
27055,0,1,13,32,1,0,0,BB,Direct,1,0,1,A,2,No Deposit,Transient,42.11,3
27056,0,102,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Contract,148.5,0
27057,0,217,2,5,2,0,0,HB,Direct,0,0,0,A,1,No Deposit,Transient-Party,168.38,0
27058,0,1,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,89,1
27059,1,217,3,7,2,0,0,BB,TA/TO,0,1,0,A,0,No Deposit,Contract,88.4,0
27060,1,141,2,5,2,1,0,BB,TA/TO,0,0,0,D,1,No Deposit,Transient,245,0
27061,0,49,1,5,2,0,0,HB,Direct,0,0,0,G,1,No Deposit,Transient,271,0
27062,1,129,2,7,2,2,0,HB,Direct,0,0,0,C,2,No Deposit,Transient,115.55,0
27063,0,65,0,4,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,102.6,2
27064,0,57,0,2,2,0,0,FB,Direct,0,0,0,A,0,No Deposit,Transient-Party,107,0
27065,0,7,0,2,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,30,0
27066,0,270,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,52.85,0
27067,0,36,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,112,1
27068,1,96,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,46.8,0
27069,1,109,3,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,58,0
27070,1,87,1,2,2,1,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,204,0
27071,0,32,0,2,2,0,0,FB,TA/TO,0,0,0,A,0,No Deposit,Transient,67.5,0
27072,1,351,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,82,0
27073,1,72,2,1,2,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient-Party,73.33,0
27074,0,242,2,7,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,58.95,0
27075,0,86,0,1,1,0,0,BB,Corporate,1,0,8,A,0,No Deposit,Transient,66,0
27076,0,25,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,56,0
27077,0,3,0,2,2,1,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,69,2
27078,0,49,2,2,2,0,0,HB,Direct,0,0,0,E,0,No Deposit,Transient,83,0
27079,1,144,1,2,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,76.67,0
27080,0,20,0,1,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,55,1
27081,1,103,1,1,2,0,0,BB,Corporate,0,0,0,D,0,Non Refund,Transient,65,0
27082,0,206,4,10,3,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,189.25,1
27083,1,72,2,1,2,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient-Party,73.33,0
27084,0,294,2,3,2,0,0,BB,TA/TO,0,0,0,D,1,No Deposit,Transient,107.6,2
27085,0,158,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,74,3
27086,1,190,2,8,2,0,0,BB,TA/TO,0,1,0,A,0,No Deposit,Transient,58.95,0
27087,1,304,4,10,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,121.5,1
27088,0,13,2,4,2,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient,222.33,1
27089,1,20,2,9,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,232.91,1
27090,1,205,1,4,2,2,0,HB,TA/TO,0,0,0,G,0,No Deposit,Transient,300.4,2
27091,0,10,2,5,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,41.37,1
27092,0,5,1,3,2,1,0,HB,Direct,0,0,0,A,1,No Deposit,Transient,167.75,1
27093,0,35,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,39,0
27094,0,6,1,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,36.1,0
27095,0,1,0,1,2,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient,120,0
27096,0,35,1,5,2,0,0,BB,TA/TO,0,0,0,F,0,No Deposit,Transient,164.65,1
27097,0,346,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,59.8,0
27098,0,71,2,3,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,61.2,3
27099,0,291,1,2,3,1,0,BB,TA/TO,0,0,0,H,1,No Deposit,Transient,236.67,2
27100,0,130,2,0,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,160,1
27101,0,29,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,179,1
27102,0,7,1,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,39,0
