Number,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,customer_type,adr,total_of_special_requests
36945,2,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,85,0
36948,1,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,85,2
36949,2,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,115,2
36952,5,0,4,3,1,0,BB,TA/TO,0,0,0,H,0,No Deposit,Transient,144,0
36957,122,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,110,2
36960,137,2,5,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,49.95,1
36963,1,0,2,1,0,0,BB,Corporate,0,0,0,A,1,No Deposit,Transient-Party,75,0
36966,132,1,4,2,1,1,BB,Direct,0,0,0,C,2,No Deposit,Transient,135.1,3
36970,1,0,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,92,1
36975,191,0,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,111.75,0
36980,1,0,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,96.5,0
36982,2,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,90,1
36983,2,0,1,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,125,1
36988,9,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,81,1
36991,29,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,120,1
36992,29,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,120,1
36994,50,0,3,2,0,0,BB,Direct,0,0,0,D,1,No Deposit,Transient,150,0
36998,119,2,4,2,2,0,BB,Direct,0,0,0,G,1,No Deposit,Transient-Party,175,1
37003,67,2,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,114.8,1
37005,116,0,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,109.13,2
37011,223,2,5,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,118.7,1
37012,25,0,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,93,0
37013,122,2,5,2,2,0,BB,Direct,0,0,0,G,0,No Deposit,Transient,149.14,3
37014,159,2,5,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,97.43,2
37020,21,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,101.5,1
37021,110,0,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,107.8,0
37022,23,0,2,3,0,0,HB,TA/TO,0,0,0,F,0,No Deposit,Transient,198.4,0
37025,60,0,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,119.33,2
37026,335,2,7,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,62.75,2
37027,0,0,3,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,94.41,1
37028,268,2,5,2,0,0,BB,Direct,0,0,0,D,3,No Deposit,Transient-Party,102.31,1
37032,1,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,105,1
37037,131,2,5,1,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,161.29,2
37038,321,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,58.7,1
37042,136,1,4,2,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,121.5,0
37043,136,1,4,3,0,0,BB,Direct,0,0,0,H,0,No Deposit,Transient,162,0
37047,140,3,5,2,2,0,HB,TA/TO,0,0,0,G,2,No Deposit,Transient,215.5,0
37048,86,1,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,127,0
37050,130,1,3,1,0,0,BB,TA/TO,0,0,0,A,3,No Deposit,Transient,122,1
37057,1,1,3,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,120,1
37059,123,4,10,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,70.26,0
37061,1,1,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,95,1
37062,4,1,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,128,1
37068,264,2,5,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,115.7,0
37069,125,4,10,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,70.4,0
37074,70,2,0,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,157,1
37079,76,4,6,2,0,0,HB,TA/TO,0,0,0,E,1,No Deposit,Transient,140.8,0
37080,258,4,6,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,108,2
37083,231,2,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,93.6,2
37084,241,2,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,93.6,2
37089,13,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,90,0
37091,69,2,2,2,0,0,BB,TA/TO,0,0,0,C,1,No Deposit,Transient-Party,160,0
37095,0,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,122,0
37096,251,2,5,1,0,0,BB,TA/TO,0,0,0,A,5,No Deposit,Transient,54,1
37099,297,2,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,82.1,3
37100,251,2,5,2,0,1,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,59.4,2
37105,2,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,135,1
37107,246,2,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,109.1,3
37108,297,2,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,82.1,3
37113,138,4,7,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Contract,222.02,0
37117,165,3,7,1,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Contract,63.95,1
37118,44,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,75,0
37124,183,0,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient-Party,95,0
37128,183,0,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient-Party,95,0
37130,324,2,5,1,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Contract,63.95,0
37139,127,3,7,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,97.2,0
37143,205,2,2,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,55.5,1
37145,50,0,1,2,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,165,0
37154,342,1,3,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,89.25,2
37156,322,0,3,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,74.25,2
37158,264,0,3,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,99,0
37160,2,0,2,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,70,0
37163,322,1,3,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,94.25,1
37164,318,2,5,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,96.91,0
37165,2,0,3,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,180.33,1
37166,146,2,7,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,102.38,1
37168,141,0,3,2,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,126,2
37170,41,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,189,1
37176,320,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,76.25,1
37178,1,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Group,135,0
37182,241,2,5,2,0,0,BB,TA/TO,0,0,0,D,2,No Deposit,Transient,95.6,2
37184,275,2,5,2,1,0,BB,Direct,0,0,0,D,0,No Deposit,Transient-Party,99.24,3
37185,0,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,127,0
37188,176,0,4,3,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,142.5,1
37197,319,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,74.25,2
37200,320,2,5,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,88.2,0
37203,320,2,5,2,0,0,BB,TA/TO,0,0,0,A,3,No Deposit,Transient,74.25,1
37206,41,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,172,1
37207,319,2,5,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,68.54,0
37209,1,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Group,149,0
37210,296,4,10,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Contract,98.4,0
37211,247,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,95.6,2
37217,327,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,56.7,1
37219,159,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,80,1
37220,159,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,80,1
37224,115,2,9,2,0,0,HB,TA/TO,0,0,0,F,0,No Deposit,Transient,140.21,0
37230,14,0,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,93,0
37231,7,0,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,140,1
37234,2,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,140,0
37239,18,0,2,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,164,1
37240,4,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,149,0
37246,33,2,5,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,130,2
37248,45,0,2,2,0,1,HB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,172,0
37250,320,2,5,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,60.43,0
37256,3,0,2,2,2,0,BB,Direct,0,0,0,C,0,No Deposit,Transient,182,0
37258,32,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,166.75,1
37265,18,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,73,0
37268,33,1,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,112,1
37269,85,1,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,150,2
37278,23,1,2,1,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,156.12,1
37280,65,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,140,2
37283,20,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,66,0
37284,16,1,2,2,0,0,BB,TA/TO,0,0,0,E,2,No Deposit,Transient,170,1
37285,19,3,7,2,0,0,HB,TA/TO,0,0,0,C,0,No Deposit,Transient,172.8,1
37286,38,1,2,2,0,0,SC,TA/TO,0,0,0,A,0,No Deposit,Transient,0,1
37287,32,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,93,1
37288,168,3,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,141.5,2
37290,117,2,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,102.41,0
37292,84,2,1,2,0,0,BB,Direct,0,0,0,D,1,No Deposit,Transient,140,3
37297,259,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,97.4,0
37305,248,2,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,59.4,0
37307,0,2,0,1,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,0,0
37308,26,2,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,140,1
37314,3,1,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,4,1
37316,3,1,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,4,1
37319,236,4,6,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Contract,100.4,0
37322,104,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,110,1
37325,137,4,6,2,1,0,HB,TA/TO,0,0,0,G,0,No Deposit,Transient,175.56,1
37330,149,4,6,2,0,0,HB,TA/TO,0,0,0,E,1,No Deposit,Transient,115.4,0
37332,82,2,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,152,1
37334,255,3,7,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Contract,98.4,0
37335,330,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Contract,86.7,0
37338,330,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Contract,84.7,1
37350,146,2,3,1,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,111.6,2
37352,146,2,3,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,125,3
37354,114,2,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,111.73,1
37357,143,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,58.7,0
37359,135,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,58.7,0
37361,210,1,2,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Contract,83.9,3
37362,146,2,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,110,1
37363,201,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,64.5,0
37366,11,2,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,124,1
37368,0,0,1,2,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,148.5,3
37372,27,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,106.4,2
37374,202,2,7,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,92,0
37383,169,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,80,0
37386,80,2,4,1,0,0,HB,Direct,0,0,0,C,1,No Deposit,Transient-Party,171,0
37387,139,2,4,2,0,0,HB,TA/TO,0,0,0,E,5,No Deposit,Transient-Party,173.67,2
37388,2,0,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,135,1
37390,140,1,3,1,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,101,1
37393,4,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,78,0
37396,106,1,3,2,0,1,BB,TA/TO,0,0,0,E,3,No Deposit,Transient,166,1
37399,268,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,70.4,0
37405,312,4,10,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,68.4,0
37409,114,2,4,2,0,0,BB,TA/TO,0,0,0,C,0,No Deposit,Transient-Party,128.07,3
37412,233,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,99,2
37413,136,2,5,2,0,0,Undefined,Direct,0,0,0,F,3,No Deposit,Transient,199,2
37420,17,0,2,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,234,2
37421,146,0,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient-Party,154,1
37422,146,0,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient-Party,142,1
37428,347,4,10,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Contract,86.7,0
37430,221,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,56.7,0
37432,220,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,56.7,1
37434,236,2,5,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,54,1
37436,11,0,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,149,1
37440,162,1,5,2,0,1,HB,TA/TO,0,0,0,D,1,No Deposit,Transient,155,2
37441,12,0,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,169,1
37452,0,0,1,2,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient,196,1
37453,236,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,61.4,1
37461,0,2,1,2,0,0,BB,Direct,1,0,2,E,0,No Deposit,Transient,145,1
37462,174,0,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,124,0
37467,1,0,3,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,135,1
37470,88,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,56.7,0
37481,334,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,70.4,2
37482,2,1,2,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,135,0
37483,25,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,140,1
37485,101,1,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,120,1
37486,348,4,10,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Contract,86.13,2
37488,145,1,0,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,83.7,0
37494,124,2,5,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,145,0
37497,287,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Contract,98.4,0
37498,7,1,0,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,75,0
37502,123,2,4,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,147,1
37506,0,1,0,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,142.5,0
37513,90,2,3,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,70.4,0
37515,181,2,5,2,0,0,HB,TA/TO,0,0,0,E,1,No Deposit,Transient,172,1
37519,202,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,80,0
37520,152,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,80,0
37524,13,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,136,0
37527,47,2,3,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,174.8,1
37535,122,2,2,2,0,0,BB,Direct,0,0,0,F,2,No Deposit,Transient,187,0
37540,21,0,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,169,1
37541,126,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,83.7,0
37543,139,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,83.7,0
37546,157,2,7,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,92,1
37548,159,4,7,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,58.7,0
37550,143,2,7,3,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,112.42,1
37552,224,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Contract,96.4,1
37553,159,2,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,70.2,0
37555,158,4,7,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,70.4,1
37557,217,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Contract,96.4,4
37564,188,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,56.7,1
37567,194,4,10,2,1,0,HB,Direct,0,0,0,D,1,No Deposit,Transient,153.5,0
37568,131,2,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,154,1
37570,147,0,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,70.2,0
37571,18,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,140,1
37583,339,2,5,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,130.5,1
37590,256,4,10,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,71.18,1
37595,139,2,6,2,0,0,HB,TA/TO,0,0,0,A,2,No Deposit,Transient,107.1,0
37600,57,0,3,2,0,0,HB,TA/TO,0,0,0,G,1,No Deposit,Transient-Party,288,2
37603,33,0,3,2,2,0,BB,TA/TO,0,0,0,C,0,No Deposit,Transient-Party,180,1
37611,123,4,10,2,0,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,141.14,0
37613,156,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,110,1
37616,137,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,115.3,0
37619,75,0,4,3,0,0,BB,TA/TO,0,0,0,H,1,No Deposit,Transient,230,2
37623,0,0,1,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,138,0
37624,127,1,4,2,2,0,BB,TA/TO,0,0,0,C,0,No Deposit,Transient,154.8,1
37626,205,2,5,3,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,92.34,3
37627,26,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,120.4,1
37629,133,0,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,96.8,0
37630,218,0,2,2,0,0,BB,TA/TO,0,0,0,G,1,No Deposit,Transient,194,2
37631,149,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,80.47,1
37636,239,1,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,99,1
37642,154,1,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,110,3
37644,26,1,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,192.33,1
37647,16,0,2,2,0,0,BB,TA/TO,0,0,0,G,1,No Deposit,Transient,234,0
37649,28,0,5,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,154,0
37651,152,4,10,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,68.4,0
37653,129,0,2,2,0,0,BB,Direct,0,0,0,F,2,No Deposit,Transient,169,0
37655,97,1,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,120,1
37657,23,2,6,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,142.5,0
37658,27,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,141.71,1
37661,241,2,7,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,113.7,0
37666,4,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,140,1
37671,134,0,4,2,0,0,BB,Direct,0,0,0,E,1,No Deposit,Transient,141.67,2
37673,25,0,4,2,0,0,HB,Direct,0,0,0,F,1,No Deposit,Transient,236,0
37675,128,1,5,2,0,0,BB,TA/TO,0,0,0,F,1,No Deposit,Transient,119.35,2
37677,6,0,2,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,172,1
37681,27,1,1,2,0,0,BB,Direct,0,0,0,D,1,No Deposit,Transient,160,1
37684,318,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,61.68,2
37688,124,1,5,1,0,0,BB,TA/TO,0,0,0,F,0,No Deposit,Transient,117.04,2
37689,124,1,5,2,0,0,BB,TA/TO,0,0,0,F,0,No Deposit,Transient,119.04,1
37692,136,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,134,1
37694,328,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Contract,86.7,0
37698,1,1,0,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,101.7,1
37700,262,3,5,3,0,0,BB,Direct,0,0,0,D,1,No Deposit,Transient,113.62,0
37702,9,1,2,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,135,0
37704,247,1,3,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,108.9,0
37706,247,1,3,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,108.9,0
37707,2,1,0,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,72,0
37708,5,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,88.2,1
37711,132,2,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,147.43,1
37714,0,1,0,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,101.7,1
37715,0,1,0,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,142,0
37718,157,4,5,2,0,0,HB,Direct,0,0,0,F,1,No Deposit,Transient,166.56,0
37722,253,4,10,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Contract,86.7,0
37723,264,4,6,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,68.4,0
37734,110,3,6,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,152,2
37735,275,4,10,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,95,2
37736,323,2,5,2,0,0,BB,TA/TO,0,0,0,D,1,No Deposit,Transient,88.2,2
37737,326,2,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,101.7,2
37742,326,2,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,88.2,1
37743,37,2,2,2,0,0,HB,Direct,0,0,0,A,1,No Deposit,Transient,243,3
37744,20,2,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,145,1
37745,327,2,1,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,74.25,1
37754,277,2,5,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,91.1,0
37755,44,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,130,1
37756,337,4,10,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,58.7,2
37757,292,2,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,80.1,2
37759,255,4,10,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,59.4,0
37761,238,4,10,1,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Contract,63.95,1
37770,93,2,3,1,1,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,126.15,1
37774,322,2,5,1,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Contract,64.95,0
37778,251,1,3,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,108,0
37779,251,1,3,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,108,0
37785,251,1,3,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,106,1
37790,251,1,3,1,0,0,HB,TA/TO,0,0,0,D,1,No Deposit,Transient-Party,92,0
37792,251,1,3,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,106,1
37797,251,1,3,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,108,0
37799,8,0,1,1,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,120,0
37801,251,1,3,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,108,0
37804,0,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,137,1
37806,0,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,0,0
